Test_Time(s),Step_Time(s),Current(A),Voltage(V)
20535.77213,68.24053856,-0.142468438,3.280373335
20536.77225,69.24066598,-0.501391232,3.221589327
20537.78215,70.25055829,-0.050436951,3.299147367
20538.78215,71.25056483,0.069925793,3.321614742
20539.78216,72.25057484,0.070647612,3.323153496
20540.78218,73.25058793,-0.210319102,3.276372433
20541.78218,74.25059332,-0.558956027,3.216972589
20542.78219,75.25060294,-0.210138649,3.276372433
20543.78235,76.25076578,0.071369424,3.325307846
20544.78236,77.25077387,0.205807582,3.349929571
20545.7923,78.26071506,-0.10367085,3.298224211
20546.79234,79.2607551,-0.268425256,3.270216942
20547.79237,80.26077743,-0.266981632,3.27052474
20548.79237,81.26078051,-0.433179647,3.241902113
20549.80225,82.27066473,-0.43516466,3.241902113
20550.80227,83.27067666,-0.776944339,3.182810068
20551.81226,84.28066944,-1.136588931,3.120640516
20552.81229,85.28070217,-1.704657793,3.022153854
20553.81249,86.28090619,-2.139371157,2.945211172
20554.82243,87.29083931,-2.325419188,2.910740852
20555.8324,88.30081246,-2.219131708,2.92643714
20556.84231,89.31072093,-2.197477341,2.928283691
20557.84231,90.31072093,-2.488008022,2.876886129
20558.8424,91.31081217,-2.69156003,2.839953661
20559.85229,92.32070294,-2.342923164,2.897506714
20560.85233,93.32074528,-2.416368008,2.883964777
20561.85234,94.32075029,-1.790553808,2.990453482
20562.85235,95.32076107,-0.898750722,3.143415451
20563.85238,96.3207884,-0.788493395,3.163728237
20564.85251,97.32092005,-0.2193418,3.262830496
20565.86238,98.33078734,0.530624568,3.393325329
20566.86252,99.33093478,0.387705088,3.371781349
20567.87241,100.3408198,0.349990249,3.36716485
20568.87242,101.3408336,0.217897981,3.346236467
20569.87243,102.3408371,0.217897981,3.347159624
20570.87243,103.340844,0.310109913,3.364087105
20571.87248,104.3408891,0.366050631,3.374859095
20572.88243,105.3508426,0.331403494,3.370550156
20573.88273,106.3511367,0.353960216,3.375474691
20574.89243,107.3608438,0.29278636,3.366241455
20575.89261,108.3610236,0.341328442,3.375166893
20576.90262,109.3710299,0.307944477,3.370550156
20577.90264,110.3710557,0.326170325,3.374551296
20578.91248,111.3808948,0.270770967,3.365625858
20579.91253,112.3809433,0.310831726,3.373627901
20580.92249,113.390903,0.433540374,3.394864082
20581.9225,114.3909138,0.534594536,3.413638115
20582.92252,115.3909277,0.388787836,3.389631987
20583.92253,116.390945,0.148062333,3.349006414
20584.93253,117.4009366,0.144814163,3.348698616
20585.9375,118.4059153,0.176934958,3.35454607
20586.93754,119.4059503,0.765936434,3.456110477
20587.93755,120.4059592,0.663619101,3.440721989
20588.93757,121.4059857,0.439134449,3.402866125
20589.93758,122.4059915,0.320576251,3.382553339
20590.94759,123.4159997,0.24586834,3.370242357
20591.94763,124.4160363,0.137596011,3.352083921
20592.9576,125.4260079,0.046827696,3.336695433
20593.95761,126.4260198,0.008932379,3.330232382
20594.9676,127.4360161,0.003518763,3.329308987
20595.96763,128.4360411,-0.000270769,3.32869339
20596.96765,129.4360565,-0.000270769,3.329001188
20597.96769,130.4361,-0.000451223,3.32869339
20598.97765,131.4460604,-0.000270769,3.329308987
20599.97766,132.4460704,-0.000451223,3.329001188
20600.97772,133.4461313,-0.000270769,3.329308987
20601.98782,134.4562284,-0.000451223,3.329308987
20602.99768,135.4660887,-0.000451223,3.329616785
20603.9977,136.4661103,-0.125686228,3.308072805
20605.00766,137.4760738,-0.985729456,3.160342932
20606.00769,138.4761038,-1.830434084,3.01261282
20607.0077,139.4761134,-2.479887724,2.898122311
20608.00772,140.4761346,-3.154785156,2.778091669
20609.00773,141.4761419,-2.891503096,2.819332838
20610.01773,142.486139,-3.048497915,2.789171457
20611.01775,143.4861609,-3.122483969,2.773167372
20612.01791,144.4863226,-1.930405617,2.97598815
20613.02776,145.4961706,-1.406187057,3.065241814
20614.02777,146.496181,-1.219597697,3.097865343
20615.0278,147.496216,-1.50254941,3.049237728
20616.02786,148.4962707,-0.970932245,3.140029907
20617.03779,149.5061996,-1.329855084,3.078783512
20618.0378,150.5062123,-0.936826468,3.1458776
20619.03781,151.5062219,-0.695379138,3.188042164
20620.04782,152.5162347,-0.703319132,3.187426567
20621.04783,153.5162416,-1.062241912,3.125564814
20622.04797,154.5163821,-0.377058506,3.243440866
20623.05784,155.5262556,-0.377238959,3.244364262
20624.05789,156.5262976,-1.083896399,3.123410463
20625.06789,157.5363011,-1.937623739,2.975372553
20626.07785,158.5462658,-0.966420889,3.140029907
20627.07786,159.5462758,-1.551452398,3.040004492
20628.07787,160.5462843,-0.724793136,3.181271315
20629.07792,161.546327,-1.603964448,3.030463696
20630.0879,162.5563075,-0.756372571,3.175115824
20631.08791,163.5563213,-0.763049364,3.175115824
20632.08791,164.5563263,-0.769004345,3.174192429
20633.09788,165.5662945,0.093745708,3.323153496
20634.09793,166.5663387,0.274019152,3.355777264
20635.09794,167.5663522,-0.256334841,3.26621604
20636.09801,168.5664246,-0.160152912,3.283143282
20637.10796,169.5763731,0.008391018,3.312997103
20638.108,170.5764066,-0.614716291,3.206508398
20639.11797,171.5863767,0.125505596,3.333309889
20640.11815,172.5865584,-0.786869287,3.177577972
20641.12797,173.5963856,-0.056933291,3.30284071
20642.128,174.5964156,-0.32653141,3.256982803
20643.12801,175.5964241,-0.14319025,3.288990974
20644.12816,176.5965689,-0.594685912,3.211740494
20645.13801,177.606425,-0.598114491,3.210817337
20646.13802,178.606435,-0.234860823,3.273294687
20647.13933,179.6077415,-0.142468438,3.28991437
20648.14928,180.6176943,-0.319854617,3.260060549
20649.14931,181.6177247,-0.318410993,3.260060549
20650.14936,182.6177701,0.181626752,3.346851826
20651.14949,183.6178972,0.043399073,3.324384689
20652.15939,184.6278064,-0.736161768,3.190196514
20653.15941,185.6278176,0.524669588,3.406867266
20654.16931,186.637723,-2.567588329,2.875347137
20655.16936,187.6377726,-1.29123795,3.090786695
20656.17936,188.6477669,-1.604144931,3.03631115
20657.17936,189.6477762,-1.363419414,3.076321363
20658.17938,190.6477947,-0.533511996,3.21912694
20659.18938,191.6577886,-1.692026019,3.019691706
20660.18942,192.6578306,-0.946751416,3.146493196
20661.19936,193.6677729,-1.557587862,3.041235685
20662.19941,194.6678257,-0.886479855,3.155726194
20663.19941,195.6678264,-0.997278512,3.136952162
20664.19947,196.6678784,-1.112047195,3.116639376
20665.20943,197.6778431,-0.514925241,3.219434738
20666.20944,198.6778515,-0.718116343,3.184964418
20667.20947,199.67788,-0.014165719,3.30714941
20668.21944,200.687852,-0.813035071,3.170499325
20669.21948,201.6878871,-1.128648996,3.115408421
20670.21954,202.6879498,-0.119189881,3.288683176
20671.2295,203.6979126,-0.619768977,3.203738451
20672.23947,204.7078842,-0.724071324,3.185580015
20673.23948,205.7078949,-1.666942954,3.022461653
20674.23951,206.7079211,-0.336636811,3.250519753
20675.23952,207.7079296,-0.747710764,3.180655718
20676.23953,208.7079377,-0.752222121,3.180040121
20677.24953,209.7179397,-0.756372571,3.179116964
20678.24955,210.7179582,-0.97237587,3.141568899
20679.25954,211.727949,-0.982481301,3.139722109
20680.25955,212.7279598,-1.315238237,3.081553459
20681.25957,213.7279844,-0.579888642,3.207739592
20682.25973,214.7281388,-1.010451674,3.133874655
20683.26972,215.7381328,0.577542603,3.407790422
20684.27973,216.7481379,-0.028421575,3.305918455
20685.28958,217.7579867,-0.845155895,3.165575027
20686.28959,218.7579997,-0.747349858,3.182194471
20687.28962,219.7580294,-0.130558476,3.288375378
20688.29961,220.7680187,-1.16131115,3.111099482
20689.29974,221.7681504,-0.443285078,3.23390007
20690.30962,222.7780319,-0.234860823,3.270216942
20691.30963,223.77804,-0.851832688,3.164651632
20692.30964,224.7780523,0.088512547,3.32653904
20693.30965,225.7780635,-1.153371096,3.113253832
20694.30967,226.778085,-0.438051909,3.235746622
20695.31967,227.7880782,-0.64413023,3.200353146
20696.31968,228.7880928,-0.335012734,3.253905058
20697.31969,229.7881028,-0.745545328,3.183425665
20698.32968,230.7980902,0.056572206,3.321614742
20699.32972,231.7981318,-0.631859362,3.204354048
20700.33971,232.808125,-1.048166513,3.131720066
20701.33972,233.8081307,-0.643949807,3.200968504
20702.33989,234.8082963,-0.854539514,3.164343834
20703.34975,235.8181597,-1.072527766,3.12618041
20704.34975,236.8181639,-0.873306692,3.160035133
20705.35975,237.8281606,0.185777187,3.342850924
20706.35976,238.8281667,-0.749695778,3.182810068
20707.36976,239.838173,0.185777187,3.344081879
20708.36978,240.8381915,-1.144889832,3.115100622
20709.36979,241.8381965,0.024451414,3.316382647
20710.37979,242.8481973,-1.144709349,3.115408421
20711.37981,243.8482224,-0.330501378,3.254828453
20712.38982,244.8582301,-0.022286143,3.308688402
20713.38987,245.8582864,-0.625904381,3.205277443
20714.39996,246.8683734,-0.423254699,3.240363121
20715.40982,247.8782303,-0.831080496,3.169883728
20716.40983,248.8782415,-0.632039845,3.204046249
20717.40984,249.8782504,-0.427946478,3.239132166
20718.40985,250.8782584,0.089956179,3.32869339
20719.41986,251.8882662,-0.514925241,3.225282431
20720.41987,252.8882843,-0.922931492,3.154495239
20721.42001,253.8884221,-0.420006514,3.240670919
20722.4299,254.8983079,0.026977768,3.318229198
20723.43989,255.908303,-0.71143955,3.191735506
20724.43989,256.9083034,-0.411886096,3.243133068
20725.4499,257.9183123,-0.510955274,3.226205826
20726.46005,258.9284587,-0.612731278,3.208355188
20727.46007,259.9284803,-0.210680008,3.278218985
20728.46992,260.9383345,-0.912645638,3.156957388
20729.47993,261.9483453,-0.819711864,3.172345877
20730.47995,262.9483592,-0.014887534,3.311150551
20731.47995,263.9483638,-0.511135757,3.226205826
20732.47996,264.9483719,-0.612550795,3.208970547
20733.48994,265.9583539,-0.010917549,3.312689304
20734.48995,266.9583662,-1.420262456,3.069242716
20735.49001,267.9584163,-0.520338893,3.223435879
20736.5,268.9684091,-0.015067988,3.311458349
20737.5,269.968411,-1.020557046,3.138183355
20738.5,270.9684148,-0.115039445,3.29422307
20739.50002,271.9684333,-0.210860461,3.278526783
20740.50002,272.9684341,-0.307222843,3.261907101
20741.50018,273.96859,-0.403946131,3.245595455
20742.51001,274.978423,-0.804192841,3.176347017
20743.51005,275.978458,-0.507526636,3.227128983
20744.51009,276.9785054,-0.507526636,3.227128983
20745.51014,277.9785493,-0.407194287,3.244364262
20746.52007,278.9884855,-0.910660625,3.157572985
20747.52008,279.9884909,-0.311192811,3.260676146
20748.52011,280.9885163,-0.50951165,3.226821423
20749.5202,281.988611,-0.71143955,3.191735506
20750.53009,282.9984971,-0.81772691,3.172961473
20751.53017,283.998578,-0.416758358,3.241902113
20752.54012,285.0085357,-1.652326107,3.028001547
20753.54014,286.0085523,-1.161130667,3.11140728
20754.54029,287.0086993,-1.072347283,3.12618041
20755.55019,288.0185966,-0.873306692,3.160342932
20756.56015,289.0285621,-1.154092908,3.116331577
20757.56016,290.0285717,-1.559211969,3.044005632
20758.56017,291.0285821,-0.817546427,3.163728237
20759.56018,292.0285925,-0.931593299,3.14803195
20760.56034,293.0287507,-1.49551177,3.052930832
20761.5702,294.0386111,-0.625363052,3.1972754
20762.57021,295.0386222,-1.183326483,3.104944229
20763.57021,296.0386226,-0.972195446,3.13910675
20764.57023,297.0386365,-0.979954958,3.137875557
20765.57023,298.0386438,-0.979774475,3.137875557
20766.57028,299.0386942,-1.172860146,3.0855546
20767.58025,300.0486585,-4.111190796,2.605432272
20768.58043,301.0488379,0.620671093,3.392094135
20769.59026,302.0586729,-0.249116689,3.259444952
20770.60026,303.0686756,-0.708732724,3.181886911
20771.60028,304.068688,-0.475405872,3.220665932
20772.60031,305.0687188,-1.293222904,3.082784653
20773.61029,306.0787015,-1.070542812,3.118178368
20774.6103,307.0787073,-0.604791284,3.197583199
20775.6103,308.0787088,0.105114304,3.319460392
20776.61034,309.0787466,-0.236304462,3.264677048
20777.61036,310.0787674,-0.345118165,3.246518612
20778.62034,311.0887482,-0.684551954,3.188965559
20779.62037,312.0887778,-0.454112291,3.227436781
20780.63034,313.0987533,-0.795711517,3.169883728
20781.6304,314.0988114,-0.682927847,3.188657761
20782.64036,315.1087715,-0.913187027,3.149570942
20783.64038,316.1087877,-1.740568042,3.007380724
20784.64039,317.1087984,-1.295749307,3.080630302
20785.65038,318.1187958,-1.913082004,2.975064993
20786.65041,319.1188224,-2.198920965,2.923974991
20787.66056,320.1289734,-1.87626946,2.976603746
20788.67039,321.1387968,-2.800012827,2.818101883
20789.67051,322.1389185,-2.232485294,2.911664009
20790.68041,323.1488215,-2.019549847,2.947057724
20791.68044,324.1488527,0.165024996,3.319460392
20792.68045,325.1488566,0.596670687,3.398557425
20793.68046,326.1488758,-0.30704239,3.248057604
20794.69046,327.1588717,-1.781892061,2.995685577
20795.69047,328.1588775,-2.32144928,2.900276661
20796.69047,329.1588848,-1.345374107,3.06401062
20797.69049,330.1589002,-2.262621164,2.907970905
20798.70049,331.168903,-1.39391613,3.053854227
20799.70052,332.1689326,-1.407450199,3.052007675
20800.71064,333.1790563,-0.898028851,3.13910675
20801.72051,334.1889251,-1.420081973,3.050776482
20802.72052,335.1889297,-0.908675671,3.137567759
20803.72053,336.1889386,0.039789993,3.300994158
20804.73054,337.1989471,-0.88738209,3.144954205
20805.73055,338.1989606,-0.373088509,3.232668877
20806.73056,339.1989672,-0.364968091,3.235438824
20807.73056,340.198971,0.166829541,3.326846838
20808.73057,341.1989829,0.169536337,3.329616785
20809.73059,342.1990014,0.590896189,3.403173923
20810.7306,343.199016,0.398893237,3.373012304
20811.73066,344.1990692,0.432277203,3.379783392
20812.74061,345.2090219,0.907231867,3.462573767
20813.74063,346.2090385,0.217897981,3.347467422
20814.75063,347.2190432,-0.911923826,3.154187441
20815.75064,348.2190563,0.015789628,3.310227156
20816.7507,349.2191156,-0.368035793,3.246518612
20817.76063,350.2290421,-0.899833441,3.155418634
20818.76067,351.2290841,-0.476127684,3.226513624
20819.76073,352.2291438,-1.66964972,3.022153854
20820.77068,353.2390876,-0.92870605,3.146493196
20821.7707,354.2391107,-1.603964448,3.031079054
20822.78085,355.2492606,-0.625363052,3.196967602
20823.7907,356.2591094,-1.071084142,3.121255875
20824.79074,357.2591525,-0.080392294,3.290222168
20825.80071,358.2691249,-0.512940288,3.218203783
20826.80073,359.2691418,-0.510955274,3.21881938
20827.80074,360.2691491,0.115400173,3.325923443
20828.81074,361.2791485,0.048632234,3.316382647
20829.81074,362.2791542,-0.26571843,3.263753891
20830.81077,363.2791797,-0.155461118,3.282527924
20831.82076,364.289169,-0.894600272,3.156341791
20832.82077,365.2891824,-1.010451674,3.13510561
20833.82083,366.2892421,-0.159250647,3.280373335
20834.83092,367.2993323,-0.901998878,3.154495239
20835.84078,368.3091957,-1.34609592,3.07693696
20836.8408,369.3092073,-1.146694303,3.109560728
20837.8508,370.3192128,-1.049610138,3.125872612
20838.85082,371.3192282,-0.837757289,3.161573887
20839.85082,372.3192293,-1.065490127,3.122487068
20840.85085,373.3192597,-1.07631731,3.120332718
20841.85085,374.3192628,-0.303794205,3.252366304
20842.85086,375.3192755,-1.532685161,3.042774439
20843.86086,376.3292733,-0.647919774,3.192658663
20844.86104,377.3294554,-0.648100257,3.19327426
20845.87087,378.3392815,-1.329855084,3.076321363
20846.87092,379.3393277,-1.117821693,3.11140728
20847.87103,380.3394459,-0.898750722,3.148647547
20848.8809,381.3493085,-1.019113421,3.128334761
20849.88104,382.3494552,0.001172862,3.303148508
20850.89088,383.3592897,-1.01135397,3.131104708
20851.89094,384.3593502,-0.33122322,3.24682641
20852.89108,385.3594899,0.003518763,3.305918455
20853.90096,386.3693691,-0.881246686,3.154803038
20854.91094,387.3793515,-0.885758042,3.152956247
20855.91095,388.37936,-0.098437689,3.288375378
20856.91096,389.3793708,-0.315162808,3.252366304
20857.91097,390.3793796,-1.32660687,3.078783512
20858.91098,391.3793916,-0.432457834,3.230514526
20859.91099,392.3794043,-0.428848773,3.232361317
20860.911,393.3794135,-1.103746295,3.116639376
20861.921,394.3894159,-1.000346184,3.133566856
20862.92102,395.3894352,-0.665243387,3.190196514
20863.92103,396.3894363,-0.66542381,3.190812111
20864.93113,397.3995419,-1.587362766,3.032310247
20865.93115,398.3995619,-0.452488214,3.225590229
20866.94108,399.4094904,-0.793004692,3.168037176
20867.95104,400.4194547,-0.450683683,3.227128983
20868.96105,401.429461,-0.905968845,3.149263144
20869.9611,402.4295102,-1.027053356,3.127719164
20870.97108,403.4394861,-0.80238831,3.165882826
20871.9711,404.4395123,-0.114317626,3.284374475
20872.98111,405.4495258,-1.139837146,3.10925293
20873.9911,406.459514,-1.268861651,3.085862398
20874.9911,407.4595148,-0.931412876,3.142799854
20875.99111,408.459519,-1.527452111,3.04031229
20876.99111,409.4595255,-0.365689903,3.239132166
20877.99113,410.459539,-0.71143955,3.180963516
20878.99114,411.459549,-0.476849496,3.22097373
20879.99115,412.4595583,-0.589994073,3.202507496
20880.99117,413.459579,-0.587648213,3.202815294
20882.00113,414.469543,-1.527452111,3.041235685
20883.00118,415.4695915,-0.954150021,3.138183355
20884.00119,416.4696049,-1.198304176,3.09632659
20885.0012,417.4696103,0.177476317,3.332386732
20886.01119,418.4796054,-0.010376187,3.302532911
20887.01121,419.4796224,-0.002977578,3.30499506
20888.01123,420.4796378,-0.109084465,3.287452221
20889.02123,421.4896432,-0.783801556,3.172038078
20890.02125,422.4896579,-1.131897092,3.111099482
20891.03123,423.4996414,0.037083186,3.311458349
20892.03124,424.4996545,-1.587182283,3.032925844
20893.03126,425.499673,0.073354416,3.316998243
20894.04126,426.5096669,-0.778929293,3.172345877
20895.04127,427.5096846,0.216995716,3.343158722
20896.05127,428.5196813,-0.30704239,3.254828453
20897.05128,429.5196878,0.008932379,3.308996201
20898.0513,430.5197113,-0.734176755,3.18250227
20899.05131,431.5197221,-0.514925241,3.219434738
20900.06132,432.5297325,-0.07443732,3.295454264
20901.06138,433.5297888,-0.176574215,3.278834581
20902.07132,434.5397353,-0.823862314,3.167729378
20903.07133,435.53974,-0.718657732,3.185272217
20904.07136,436.5397661,-0.611287653,3.203123093
20905.07136,437.5397715,-0.174769685,3.278526783
20906.07141,438.5398216,-0.385720283,3.243133068
20907.08137,439.5497786,0.048993144,3.3179214
20908.08139,440.5498005,-0.909217,3.153879642
20909.09142,441.5598352,-0.161957458,3.28129673
20910.10138,442.569793,-0.798959672,3.172653675
20911.10139,443.5698057,-0.053143758,3.300686359
20912.10141,444.5698222,-0.791561067,3.174192429
20913.10144,445.5698546,0.017594166,3.312689304
20914.10147,446.56988,0.883051038,3.463189125
20915.11143,447.5798451,-0.50951165,3.225898027
20916.11145,448.5798635,0.091399811,3.328385592
20917.12144,449.5898517,-0.198950499,3.27914238
20918.12147,450.5898779,-0.789034724,3.177885771
20919.13147,451.5998834,-0.198770046,3.278526783
20920.1315,452.5999091,-0.789215207,3.177270174
20921.13154,453.5999473,-0.495436251,3.227128983
20922.14149,454.6098996,-0.89622432,3.157880783
20923.14154,455.6099501,-0.502293468,3.224666834
20924.1515,456.6199124,-0.501932561,3.225282431
20925.15152,457.6199286,-0.502113044,3.225282431
20926.15152,458.6199347,-0.905427516,3.155418634
20927.16153,459.6299456,-0.108543105,3.292376518
20928.16153,460.629946,-0.905427516,3.155726194
20929.17136,461.6397736,-0.915532887,3.153264046
20930.17153,462.6399434,-0.113234907,3.290837526
20931.17159,463.6399985,-0.915352464,3.153571844
20932.18158,464.6499932,-0.113054454,3.291145325
20933.19157,465.6599813,-0.915171981,3.153879642
20934.19175,466.6601611,-0.516188443,3.221589327
20935.1918,467.6602077,-0.924736083,3.151109695
20936.2016,468.6700134,-0.117926709,3.289606571
20937.20165,469.6700623,-0.113054454,3.291760921
20938.21161,470.68002,0.185596734,3.34377408
20939.22164,471.6900509,0.33645618,3.371165752
20940.22166,472.6900729,0.064873084,3.325307846
20941.22167,473.6900802,0.444367617,3.391478539
20942.22168,474.6900894,0.182889923,3.347467422
20943.23162,475.7000337,0.319313079,3.371781349
20944.23167,476.7000768,0.571587622,3.416100264
20945.24167,477.7100819,0.474864334,3.400711775
20946.25167,478.7200839,-0.001173039,3.319152594
20947.25169,479.7200989,0.195882618,3.353315115
20948.25169,480.7201032,0.532609582,3.412099361
20949.25172,481.720129,0.645032346,3.432412148
20950.25172,482.7201328,0.75330466,3.452417374
20951.25175,483.7201625,0.403585047,3.39301753
20952.26173,484.7301437,0.218619809,3.361624956
20953.26175,485.7301599,0.523406446,3.41456151
20954.26175,486.7301645,0.754567862,3.455187082
20955.26177,487.7301803,0.392757803,3.393940926
20956.2618,488.7302099,0.013624181,3.32869339
20957.27178,489.74019,0.218439341,3.363779306
20958.27179,490.7402042,0.19245398,3.360085964
20959.2818,491.7502066,0.115400173,3.346851826
20960.29179,492.7602017,0.038707271,3.333617687
20961.2918,493.7602086,-0.000451223,3.326846838
20962.29181,494.7602248,-0.000451223,3.32653904
20963.29182,495.7602325,-0.000270769,3.326846838
20964.30182,496.7702322,-0.000270769,3.327154636
20965.30183,497.770243,-0.000270769,3.326846838
20966.30188,498.7702869,-0.000451223,3.326846838
20967.30189,499.7702981,-9.03152E-05,3.327154636
20968.31187,500.780282,-0.000451223,3.327154636
20969.32187,501.7902836,-0.0017144,3.326846838
20970.32188,502.7902921,-0.309568733,3.274218082
20971.32188,503.7902956,-0.953608692,3.161881685
20972.33188,504.8002953,-1.425495625,3.078783512
20973.3319,505.8003122,-1.805892348,3.011074066
20974.33192,506.8003322,-1.825922847,3.004918575
20975.34191,507.8103185,-1.269763947,3.099096537
20976.34193,508.8103427,-0.35071224,3.257290602
20977.34198,509.810387,0.15347594,3.345005274
20978.35191,510.8203247,0.219161168,3.357623816
20979.35196,511.8203713,0.244605169,3.362855911
20980.35202,512.8204348,0.440939009,3.397941828
20981.36197,513.8303837,0.320756704,3.378552198
20982.36198,514.8303891,0.146799147,3.348698616
20983.37198,515.8403869,-0.098257229,3.30714941
20984.372,516.8404084,-0.676792383,3.206816196
20985.37201,517.8404165,-1.113129973,3.130181313
20986.382,518.8504089,-1.505075812,3.060932875
20987.38202,519.8504343,-1.759154797,3.01445961
20988.38207,520.8504794,-1.370818019,3.079706907
20989.39204,521.8604467,-0.762868941,3.184041262
20990.39204,522.8604514,0.00153377,3.316382647
20991.40204,523.8704488,0.304154932,3.369934797
20992.40204,524.8704538,0.403043687,3.388093233
20993.40206,525.8704715,0.366772443,3.383476734
20994.40208,526.8704923,0.306861758,3.373935699
20995.40221,527.8706162,0.166829541,3.35023737
20996.4121,528.8805105,0.04321862,3.329616785
20997.42208,529.890494,0.038346365,3.329001188
20998.4221,530.8905136,0.005503756,3.323461294
20999.42215,531.8905591,-0.027699761,3.3179214
21000.43212,532.900528,-0.536218822,3.22989893
21001.43214,533.9005472,-1.001970291,3.148647547
21002.44212,534.910535,-1.402036548,3.078168154
21003.44214,535.9105519,-1.781711578,3.010458469
21004.44216,536.9105723,-1.843968153,2.997224331
21005.4422,537.9106135,-0.916615605,3.156341791
21006.45238,538.9207876,-0.258319825,3.269909143
21007.46217,539.9305818,0.08598619,3.330539942
21008.46217,540.9305837,0.302711308,3.369011402
21009.46219,541.9306029,0.406291842,3.388093233
21010.46221,542.9306187,0.368757427,3.383168936
21011.46229,543.9306996,0.268785983,3.366857052
21012.47222,544.9406284,0.103851125,3.338541985
21013.47224,545.9406527,0.027699584,3.325923443
21014.48223,546.9506366,0.002796947,3.322230339
21015.48225,547.9506593,-0.832343638,3.177577972
21016.48225,548.9506655,-1.146694303,3.121871471
21017.49225,549.9606594,-1.288350701,3.095710993
21018.49226,550.9606764,-1.646732092,3.032310247
21019.49228,551.9606902,-1.782613873,3.006765366
21020.50227,552.9706819,-1.953142762,2.975372553
21021.5023,553.9707096,-0.041775163,3.304687262
21022.51229,554.9807024,0.467826635,3.394248486
21023.51231,555.9807228,0.482623845,3.399173021
21024.51234,556.9807505,0.401058674,3.385938883
21025.52232,557.9907317,0.265537798,3.364087105
21026.52233,558.9907413,0.153656393,3.345313072
21027.52233,559.990746,0.049895413,3.328077793
21028.53233,561.0007453,-0.000451223,3.31976819
21029.53235,562.0007622,-0.000451223,3.319460392
21030.53236,563.000773,-0.000451223,3.32007575
21031.54234,564.0107535,-0.000451223,3.320383549
21032.54238,565.010795,-0.000270769,3.320999146
21033.54239,566.0107989,-0.000451223,3.320999146
21034.55239,567.0207967,-0.000451223,3.321306944
21035.5524,568.0208132,-0.002977578,3.320999146
21036.55241,569.0208209,-0.644671619,3.213587284
21037.56241,570.0308195,-1.321193218,3.09632659
21038.57241,571.0408215,-2.063039303,2.968293905
21039.57243,572.0408373,-2.06340003,2.961523056
21040.57243,573.0408396,-2.102017164,2.953828812
21041.57245,574.0408646,-3.891758919,2.654675484
21042.57246,575.0408665,-1.74814713,2.998455524
21043.57261,576.0410248,-2.016843081,2.959676266
21044.58252,577.0509305,-3.636055708,2.682682753
21045.58264,578.0510553,-4.219102383,2.57588625
21046.5925,579.0609118,-1.743996739,2.989837885
21047.5925,580.0609149,-0.015789803,3.288375378
21048.59265,581.0610654,0.047729965,3.305610657
21049.60251,582.0709192,0.074076235,3.312381506
21050.60253,583.0709373,0.415675461,3.372396946
21051.61252,584.0809289,0.643047333,3.413945913
21052.62255,585.090961,0.640340567,3.416100264
21053.6325,586.1009099,0.591437519,3.409329414
21054.63251,587.1009245,0.697003067,3.429334402
21055.63255,588.1009645,0.730567515,3.437028646
21056.63256,589.1009684,0.487857014,3.397018433
21057.63256,590.1009741,0.445450336,3.39086318
21058.63258,591.1009922,0.37308833,3.379475594
21059.6326,592.1010069,0.204544395,3.351468563
21060.64257,593.1109808,0.042496804,3.324384689
21061.64274,594.1111521,-0.000270769,3.316690445
21062.65258,595.1209951,-0.000451223,3.316998243
21063.65274,596.121156,-0.000451223,3.316998243
21064.66268,597.1310899,-0.000270769,3.317613602
21065.67267,598.1410823,-0.000270769,3.3179214
21066.68264,599.1510501,-9.03152E-05,3.318229198
21067.68265,600.1510609,-0.000270769,3.318536997
21068.53266,601.0010679,-0.000451223,3.318536997
21068.53461,7.69919E-07,0,3.318536997
21069.5347,1.000009239,-0.000451223,3.318844795
21070.54469,2.009996247,-0.000631677,3.319460392
21071.5447,3.010006256,-0.000270769,3.31976819
21072.55467,4.019974015,-0.000270769,3.32007575
21073.5547,5.019999423,-9.03152E-05,3.320383549
21074.55472,6.02002714,-0.000270769,3.320691347
21075.55473,7.020037534,-0.0017144,3.320383549
21076.55474,8.020047927,-0.008391194,3.319460392
21077.55475,9.020052162,-0.022286143,3.317613602
21078.55476,10.0200641,-0.022286143,3.3179214
21079.55477,11.02007064,-1.80011785,3.017844915
21080.55478,12.02007949,-2.193687916,2.94367218
21081.55478,13.02008642,-2.23934269,2.930438042
21082.55479,14.0200922,0.053504489,3.308688402
21083.5548,15.02010375,0.055128574,3.322537899
21084.55494,16.02024811,-1.664957881,3.026154757
21085.56484,17.03014927,-2.160123348,2.938132286
21086.57482,18.04012627,-1.291057467,3.085862398
21087.57483,19.04013204,-1.364863038,3.073243856
21088.57484,20.04014205,-1.169431567,3.104944229
21089.57485,21.04014975,-1.784418344,3.00153327
21090.57486,22.04016245,-1.371720314,3.067703962
21091.57486,23.04016823,-0.541271508,3.20804739
21092.57488,24.04018555,0.096452519,3.319152594
21093.58488,25.05018141,0.095911153,3.322537899
21094.58489,26.05019219,0.401780516,3.37609005
21095.5949,27.06020191,0.152032316,3.336079836
21096.59492,28.06022308,0.091399811,3.326231241
21097.60491,29.07021779,-0.202740029,3.277295828
21098.60492,30.07022318,-0.709454536,3.190196514
21099.60493,31.07023203,0.012902365,3.311766148
21100.61494,32.08024214,-0.207070932,3.276372433
21101.61494,33.08024599,0.367855161,3.374243498
21102.61496,34.08026139,0.642325521,3.42317915
